Component item number,StoneType,ProductName,PositiveWeightVariants,KnownUnitWeightGram,SourceRows,MissingWeightRows
3040097,Pearl,WH-PL-50 :,1,0.0006,5,0
3040098,Pearl,WH-PL-51 :,1,0.13999999999999999,13,0
3040099,Pearl,WH-PL-52 :,1,0.016,10,0
3040100,Pearl,WH-PL-53 :,1,0.051,3,0
3040101,Pearl,WH-PL-54 :,1,0.002,4,0
3040102,Pearl,WH-PL-55 :,1,0.008,2,0
3040103,Pearl,WH-PL-56 :,1,0.002,7,0
3040104,Pearl,WH-PL-57 :,1,0.005,4,0
3040105,Pearl,WH-PL-58 :,1,0.4,2,0
3040107,Pearl,WH-PL-61 :,1,0.024999999999999998,4,0
3040109,Pearl,WH-PL-63 :,1,0.022,1,0
3040113,Pearl,WH-PL-67 :,1,1.2293,1,0
3040115,Pearl,WH-PL-69 :,1,1.2293,3,0
3040116,Pearl,WH-PL-70 :,1,0.222,4,0
3040121,Pearl,ZZP-BR126R,0,,4,4
3040122,Pearl,ZZP-BR126R,0,,1,1
3040123,Pearl,ZZP-BR126R,0,,1,1
3040125,Pearl,ZZP-00970-,0,,1,1
3040126,Pearl,ZZP-00970-,0,,1,1
3040128,Pearl,PEA-PL-01:,0,,2,2
3040129,Pearl,PEA-PL-02:,0,,1,1
3040130,Pearl,PE-BRPL-01,0,,2,2
3040131,Pearl,PE-BRPL-02,0,,1,1
3040132,Pearl,PI-PL-05:,0,,1,1
3040133,Pearl,PI-PL-06:,0,,1,1
3040134,Pearl,WH-PL-72:,0,,1,1
3040136,Pearl,SIPSP8786:,0,,8,8
3040138,Pearl,ZP-ZZP0099,0,,1,1
3040139,Pearl,ZP-ZZP0099,0,,1,1
3040140,Pearl,BL-PL-07:,0,,3,3
3040141,Pearl,BL-PL-08:,0,,3,3
3040142,Pearl,BL-PL-09:,0,,3,3
3040143,Pearl,BL-PL-10:,0,,3,3
3040144,Pearl,BL-PL-11:,0,,3,3
3040145,Pearl,BL-PL-12:,0,,3,3
3040146,Pearl,BL-PL-13:,0,,3,3
3040147,Pearl,BL-PL-14:,0,,3,3
3040148,Pearl,PEA-PL-03:,0,,3,3
3050026,Diamond,DIBGST0430,1,0.065,5,0
3050044,Diamond,DIRDBR0435,1,0.0005,21,0
3050045,Diamond,DIRDBR0435,1,0.0014999999999999998,32,0
3050046,Diamond,DIRDBR0435,1,0.0014999999999999998,60,0
3050047,Diamond,DIRDBR0435,1,0.001,74,0
3050048,Diamond,DIRDBR0435,1,0.0014,99,0
3050049,Diamond,DIRDBR0435,1,0.0017,103,0
3050050,Diamond,DIRDBR0435,1,0.0025,118,0
3050051,Diamond,DIRDBR0435,1,0.0031,96,0
3050052,Diamond,DIRDBR0435,1,0.0036999999999999997,65,0
3050053,Diamond,DIRDBR0435,1,0.0047,68,0
3050054,Diamond,DIRDBR0435,1,0.0049,42,0
3050055,Diamond,DIRDBR0435,1,0.0053,25,0
3050056,Diamond,DIRDBR0435,1,0.0065,26,0
3050057,Diamond,DIRDBR0435,1,0.0092,20,0
3050058,Diamond,DIRDBR0435,1,0.009,3,0
3050059,Diamond,DIRDBR0435,1,0.0096,44,0
3050060,Diamond,DIRDBR0435,1,0.01,7,0
3050061,Diamond,DIRDBR0435,1,0.013,36,0
3050062,Diamond,DIRDBR0435,1,0.015,5,0
3050063,Diamond,DIRDBR0435,1,0.0155,13,0
3050064,Diamond,DIRDBR0435,1,0.02,2,0
3050066,Diamond,DIRDBR0435,1,0.021,17,0
3050067,Diamond,DIRDBR0435,1,0.023,13,0
3050074,Diamond,DIRDBR3540,1,0.0004,1,0
3050075,Diamond,DIRDBR3540,1,0.0015999999999999999,55,0
3050076,Diamond,DIRDBR3540,1,0.0015999999999999999,29,0
3050077,Diamond,DIRDBR3540,1,0.0014999999999999998,27,0
3050078,Diamond,DIRDBR3540,1,0.0017,60,0
3050079,Diamond,DIRDBR3540,1,0.0014,72,0
3050081,Diamond,DIRDBR3540,1,0.0017,71,0
3050083,Diamond,DIRDBR3540,1,0.0017,125,0
3050085,Diamond,DIRDBR3540,1,0.0033,90,0
3050088,Diamond,DIRDBR3540,1,0.0037,30,0
3050090,Diamond,DIRDBR3540,1,0.0041,50,0
3050091,Diamond,DIRDBR3540,1,0.0053,15,0
3050092,Diamond,DIRDBR3540,1,0.006,13,0
3050093,Diamond,DIRDBR3540,1,0.0065,9,0
3050095,Diamond,DIRDBR3540,1,0.0092,9,0
3050097,Diamond,DIRDBR3540,1,0.0098,33,0
3050099,Diamond,DIRDBR3540,1,0.0096,16,0
3050101,Diamond,DIRDBR3540,1,0.0124,2,0
3050103,Diamond,DIRDBR3540,1,0.013,14,0
3050107,Diamond,DIRDBR3540,1,0.0155,14,0
3050108,Diamond,DIRDBR3540,1,0.015,5,0
3050110,Diamond,DIRDBR3540,1,0.0236,5,0
3050111,Diamond,DIRDBR3540,1,0.02,14,0
3050112,Diamond,DIRDBR3540,1,0.025,11,0
3050113,Diamond,DIRDBR3540,1,0.0316,2,0
3050114,Diamond,DIRDBR3540,1,0.0348,2,0
3050115,Diamond,DIRDBR3540,1,0.0348,2,0
3050118,Diamond,DIRDBR9900,1,0.0015999999999999999,6,0
3050119,Diamond,DIRDBR9900,1,0.0008,2,0
3050120,Diamond,DIRDBR9900,1,0.0015999999999999999,15,0
3050121,Diamond,DIRDBR9900,1,0.0017,32,0
3050122,Diamond,DIRDBR9900,1,0.002,32,0
3050123,Diamond,DIRDBR9900,1,0.0017,37,0
3050124,Diamond,DIRDBR9900,1,0.0017,44,0
3050125,Diamond,DIRDBR9900,1,0.0029,42,0
3050126,Diamond,DIRDBR9900,1,0.0036,22,0
3050127,Diamond,DIRDBR9900,1,0.0043,36,0
3050128,Diamond,DIRDBR9900,1,0.005,23,0
3050129,Diamond,DIRDBR9900,1,0.0062,21,0
3050130,Diamond,DIRDBR9900,1,0.0074,21,0
3050131,Diamond,DIRDBR9900,1,0.0092,10,0
3050132,Diamond,DIRDBR9900,1,0.0098,6,0
3050133,Diamond,DIRDBR9900,1,0.0104,23,0
3050134,Diamond,DIRDBR9900,1,0.0124,5,0
3050135,Diamond,DIRDBR9900,1,0.015,12,0
3050136,Diamond,DIRDBR9900,1,0.011999999999999999,3,0
3050137,Diamond,DIRDBR9900,1,0.0166,10,0
3050139,Diamond,DIRDBR9900,1,0.0236,5,0
3050140,Diamond,DIRDBR9900,1,0.026,2,0
3050141,Diamond,DIRDBR9900,1,0.0282,8,0
3050142,Diamond,DIRDBR9900,1,0.0316,5,0
3050143,Diamond,DIRDBR9900,1,0.0348,5,0
3050144,Diamond,DIRDBR9900,1,0.0348,5,0
3050158,Diamond,DIRDBRC540,1,0.0025,2,0
3050159,Diamond,DIRDBRC540,1,0.0025,2,0
3050160,Diamond,DIRDBRC540,1,0.005,8,0
3050161,Diamond,DIRDBRC540,1,0.006699999999999999,17,0
3050162,Diamond,DIRDBRC540,1,0.009,32,0
3050163,Diamond,DIRDBRC540,1,0.009999999999999998,21,0
3050164,Diamond,DIRDBRC540,1,0.01,22,0
3050165,Diamond,DIRDBRC540,1,0.015,11,0
3050166,Diamond,DIRDBRC540,1,0.015,11,0
3050167,Diamond,DIRDBRC540,1,0.015,17,0
3050168,Diamond,DIRDBRC540,1,0.02,9,0
3050169,Diamond,DIRDBRC540,1,0.024999999999999998,10,0
3050170,Diamond,DIRDBRC540,1,0.03,4,0
3050171,Diamond,DIRDBRC540,1,0.03,4,0
3050172,Diamond,DIRDBRC540,1,0.04,1,0
3050173,Diamond,DIRDBRC540,1,0.04,3,0
3050174,Diamond,DIRDBRC540,1,0.04,3,0
3050227,Diamond,F-G/VS2BC0,1,0.0005,2,0
3050228,Diamond,F-G/VS2BC0,1,0.0015,1,0
3050229,Diamond,F-G/VS2BC1,1,0.001,48,0
3050230,Diamond,F-G/VS2BC1,1,0.001,7,0
3050232,Diamond,F-G/VS2BC1,1,0.002,12,0
3050233,Diamond,F-G/VS2BC1,1,0.0018,36,0
3050234,Diamond,F-G/VS2BC1,1,0.002,5,0
3050235,Diamond,F-G/VS2BC1,1,0.0033,48,0
3050236,Diamond,F-G/VS2BC1,1,0.0036,5,0
3050237,Diamond,F-G/VS2BC1,1,0.004,26,0
3050239,Diamond,F-G/VS2BC1,1,0.0053,17,0
3050240,Diamond,F-G/VS2BC1,1,0.0053,1,0
3050241,Diamond,F-G/VS2BC2,1,0.0065,31,0
3050242,Diamond,F-G/VS2BC2,1,0.0092,2,0
3050243,Diamond,F-G/VS2BC2,1,0.0084,25,0
3050244,Diamond,F-G/VS2BC2,1,0.01,20,0
3050245,Diamond,F-G/VS2BC2,1,0.013,7,0
3050246,Diamond,F-G/VS2BC2,1,0.015,7,0
3050247,Diamond,F-G/VS2BC2,1,0.02,17,0
3050248,Diamond,F-G/VS2BC3,1,0.021,16,0
3050249,Diamond,F-G/VS2BC3,1,0.0316,3,0
3050253,Diamond,F-G/VS2BC4,0,,1,1
3050254,Diamond,F-G/VS2BC4,1,0.087,1,0
3050255,Diamond,F-G/VS2BC5,1,0.53,1,0
3050284,Diamond,I/SIBC390,1,0.048,6,0
3050285,Diamond,I/SIBC450,1,0.068,2,0
3050286,Diamond,I/SIBC480,1,0.43,2,0
3050287,Diamond,I/SIBC620,1,0.18999999999999997,2,0
3050301,Diamond,TSRF1.5 :T,1,0.0043,3,0
3050308,Diamond,TSRF2.5 :T,1,0.013,4,0
3050365,Diamond,White diam,0,,2,2
3050370,Diamond,DIRDBRC540,1,0.0018,1,0
